,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,20.177235131941707,19.826703426545887,20.161480897991336,20.614415124064593,20.082709728239465,18.609688853879486,19.44072469476172,21.72508861756597,19.657345411579364,20.968885387948013,19.491925955100434,20.854667191807795,19.61795982670343,20.72075620322962,21.31941709334384,20.480504135486413,19.326506498621505,20.634107916502558
1,20.177235131941707,19.826703426545887,20.161480897991336,20.614415124064593,20.082709728239465,18.609688853879486,19.44072469476172,21.72508861756597,19.657345411579364,20.968885387948013,19.491925955100434,20.854667191807795,19.61795982670343,20.72075620322962,21.31941709334384,20.480504135486413,19.326506498621505,20.634107916502558
2,21.752658526979125,20.72469476171721,21.74871996849153,23.525009846396213,21.31941709334384,20.464749901536035,21.496652225285548,22.323749507680187,20.803465931469084,22.98148877510831,21.30760141788105,21.681764474202442,20.34265458842064,21.65419456478929,22.961795982670345,22.58369436786137,20.220559275305238,22.213469870027577
3,23.099645529736115,21.693580149665227,22.036234738085863,23.73769200472627,22.33950374163056,21.70145726664041,22.201654194564792,23.202048050413545,21.299724300905872,23.312327688066173,22.00078771169752,23.09176841276093,21.626624655376133,22.22922410397795,23.83615596691611,22.66246553761324,21.122489168964158,22.792437967703822
4,23.63528948404884,21.88263095706971,22.61520283576211,24.159117762898774,22.516738873572272,22.47341473020874,22.595510043324147,23.595903899172907,22.37495076801891,23.564395431272157,22.87908625443088,23.855848759354075,22.441906262308002,23.142969673099646,24.01732965734541,23.269003544702638,21.988972036234735,23.536825521859
5,24.6356833398976,22.4379677038204,22.741236707365108,24.46632532493107,23.320204805041357,23.19023237495077,23.036628593934626,24.103977944072472,23.107522646711306,24.11185506104765,23.18235525797558,24.269397400551394,23.09176841276093,24.29302875147696,24.08034659314691,23.903111461205203,23.418668767231196,24.26152028357621
6,24.931075226467108,22.827884994092173,22.973611658133127,24.923198109491924,24.111855061047653,23.58802678219771,23.52107128790863,24.16305632138637,23.7810161480898,24.513588026782198,24.19062623079953,24.29696730996455,24.450571090980702,24.773532886963373,24.3284757778653,24.24182749113824,23.81646317447814,24.76959432847578
7,26.423788893265066,24.159117762898777,23.1114612051989,25.289484048838123,25.191020086648287,23.94643560456873,24.20638046474991,24.16305632138637,24.198503347774714,24.915320992516733,25.084679007483263,24.29696730996455,24.722331626624662,25.00590783773139,25.226467113036627,24.312721543914925,24.119732178022844,25.50216620716818
8,26.423788893265066,25.797558093737692,23.489562820007876,25.403702244978337,26.081134304844426,24.367861362741237,24.43481685703033,24.50571090980701,24.466325324931073,25.89996061441512,25.15163450177235,24.572666404096104,24.722331626624662,25.112248916896416,25.931469082315875,24.698700275699093,24.497833792831827,26.00236313509256
9,26.581331232768807,26.474990153603787,24.05671524222135,25.588814493895235,26.081134304844426,24.690823158723912,24.67506892477353,24.50571090980701,24.70657739267428,26.77432059866089,25.45884206380465,24.6356833398976,25.01378495470658,26.238676644348175,26.140212682158328,25.352500984639622,24.757778653013002,26.459235919653405
