;0;1;2;3;4;5;6;7;8;9
0;8.851583365127814;7.2491415490270885;9.652804273178177;7.1346814193056085;6.428843952689813;8.851583365127814;7.401755055322396;9.080503624570774;7.783288821060664;7.5734452499046165
1;8.851583365127814;7.2491415490270885;9.652804273178177;7.1346814193056085;6.428843952689813;8.851583365127814;7.401755055322396;9.080503624570774;7.783288821060664;7.5734452499046165
2;10.091568103777185;9.55742083174361;9.652804273178177;10.167874856924838;7.554368561617703;8.851583365127814;8.450972911102632;9.347577260587562;8.050362457077451;8.126669210225105
3;11.178939336131247;9.55742083174361;9.652804273178177;10.167874856924838;7.554368561617703;9.50019076688287;8.450972911102632;10.320488363220145;8.050362457077451;8.126669210225105
4;11.178939336131247;9.55742083174361;9.938954597481876;10.167874856924838;11.92293017932087;9.50019076688287;9.67188096146509;10.320488363220145;8.355589469668066;8.126669210225105
5;11.178939336131247;9.78634109118657;9.938954597481876;10.167874856924838;11.92293017932087;9.50019076688287;9.67188096146509;10.320488363220145;8.355589469668066;8.126669210225105
6;11.178939336131247;9.78634109118657;9.938954597481876;10.167874856924838;11.92293017932087;9.50019076688287;9.67188096146509;10.320488363220145;8.43189622281572;8.126669210225105
7;11.178939336131247;9.78634109118657;9.938954597481876;10.167874856924838;11.92293017932087;9.50019076688287;9.67188096146509;10.320488363220145;8.43189622281572;8.126669210225105
8;12.399847386493704;9.78634109118657;9.938954597481876;10.167874856924838;11.92293017932087;9.652804273178177;9.67188096146509;10.320488363220145;12.399847386493704;8.126669210225105
9;12.399847386493704;9.78634109118657;9.938954597481876;10.167874856924838;11.92293017932087;9.919877909194964;10.034338038916443;10.320488363220145;12.399847386493704;8.126669210225105
