;0;1;2;3;4;5;6;7;8;9;average
0;4.412062335559603;4.573972879983809;4.8775551507791945;5.302570329892735;4.857316332726168;5.059704513256426;4.857316332726168;4.837077514673143;4.331107063347501;4.796599878567092;4.790528233151184
1;4.412062335559603;4.573972879983809;4.8775551507791945;5.302570329892735;4.857316332726168;5.059704513256426;4.857316332726168;4.837077514673143;4.331107063347501;4.796599878567092;4.790528233151184
2;4.978749241044323;4.573972879983809;5.2823315118397085;5.302570329892735;4.857316332726168;5.059704513256426;4.857316332726168;4.837077514673143;4.594211698036835;4.938271604938271;4.928152195911759
3;5.160898603521554;4.75612224246104;5.2823315118397085;5.302570329892735;5.46448087431694;5.059704513256426;5.18113742157458;5.6061526006881195;4.776361060514066;4.938271604938271;5.152803076300343
4;5.160898603521554;4.75612224246104;5.2823315118397085;5.302570329892735;5.646630236794171;5.059704513256426;5.18113742157458;5.6061526006881195;5.2823315118397085;5.140659785468529;5.241853875733657
5;5.241853875733657;5.626391418741146;5.2823315118397085;5.302570329892735;5.646630236794171;5.059704513256426;5.18113742157458;5.6061526006881195;5.2823315118397085;5.140659785468529;5.336976320582878
6;5.241853875733657;5.88949605343048;5.2823315118397085;5.302570329892735;5.707346690953249;5.059704513256426;5.403764420157863;5.6061526006881195;5.2823315118397085;5.140659785468529;5.391621129326047
7;6.132361870066788;5.88949605343048;5.768063145112325;5.302570329892735;5.707346690953249;5.909734871483505;5.403764420157863;5.6061526006881195;5.6871078729002225;5.140659785468529;5.654725764015381
8;6.132361870066788;5.88949605343048;5.768063145112325;5.302570329892735;5.869257235377454;5.909734871483505;5.403764420157863;5.6061526006881195;5.6871078729002225;5.140659785468529;5.670916818457802
9;6.132361870066788;5.88949605343048;5.768063145112325;5.302570329892735;5.869257235377454;5.909734871483505;5.626391418741146;5.6061526006881195;5.6871078729002225;5.707346690953249;5.749848208864603
10;6.253794778384942;5.88949605343048;5.768063145112325;5.504958510422991;5.869257235377454;5.909734871483505;5.626391418741146;6.132361870066788;5.6871078729002225;5.707346690953249;5.83485124468731
11;6.253794778384942;5.88949605343048;5.768063145112325;5.504958510422991;5.869257235377454;5.909734871483505;5.849018417324428;6.132361870066788;5.6871078729002225;5.707346690953249;5.857113944545638
12;6.253794778384942;5.990690143695608;5.768063145112325;5.504958510422991;6.071645415907711;5.909734871483505;6.274033596437968;6.132361870066788;5.6871078729002225;5.707346690953249;5.929973689536531
13;6.253794778384942;5.990690143695608;6.0109289617486334;5.504958510422991;6.071645415907711;5.909734871483505;7.225258044930176;6.132361870066788;5.6871078729002225;5.788301963165351;6.057478243270593
14;6.253794778384942;6.051406597854685;6.618093503339405;5.707346690953249;6.071645415907711;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;5.788301963165351;6.19712608783647
15;6.253794778384942;6.051406597854685;6.618093503339405;5.707346690953249;6.071645415907711;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;6.03116777980166;6.2214126695001
16;6.253794778384942;6.051406597854685;6.618093503339405;5.707346690953249;6.618093503339405;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;6.152600688119814;6.288200769075085
17;6.253794778384942;6.051406597854685;6.618093503339405;5.929973689536531;6.618093503339405;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;6.152600688119814;6.310463468933413
18;6.253794778384942;6.051406597854685;6.618093503339405;5.929973689536531;6.618093503339405;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;6.152600688119814;6.310463468933413
19;6.253794778384942;6.051406597854685;6.618093503339405;5.929973689536531;6.618093503339405;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;6.152600688119814;6.310463468933413
20;6.253794778384942;6.051406597854685;6.618093503339405;6.577615867233353;6.618093503339405;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;6.152600688119814;6.375227686703096
21;6.253794778384942;6.354988868650071;6.820481683869662;6.577615867233353;6.8407205019226875;5.909734871483505;7.225258044930176;6.132361870066788;6.213317142278891;6.152600688119814;6.448087431693989
22;6.435944140862174;6.354988868650071;6.820481683869662;6.577615867233353;6.8407205019226875;5.909734871483505;7.225258044930176;6.132361870066788;6.253794778384942;6.152600688119814;6.470350131552317
23;6.435944140862174;6.354988868650071;6.820481683869662;6.577615867233353;6.8407205019226875;5.909734871483505;7.225258044930176;6.132361870066788;6.253794778384942;6.152600688119814;6.470350131552317
24;6.9216757741347905;6.557377049180328;6.820481683869662;6.577615867233353;6.962153410240842;5.909734871483505;7.225258044930176;6.132361870066788;6.253794778384942;6.4561829589152;6.58166363084396
25;6.9216757741347905;6.557377049180328;6.820481683869662;6.577615867233353;6.962153410240842;5.909734871483505;7.225258044930176;6.132361870066788;6.354988868650071;6.4561829589152;6.591783039870473
26;6.9216757741347905;6.557377049180328;6.820481683869662;6.9216757741347905;7.265735681036228;5.909734871483505;7.225258044930176;6.132361870066788;6.516899413074277;6.4561829589152;6.672738312082575
27;6.9216757741347905;6.557377049180328;7.06334750050597;6.9216757741347905;7.265735681036228;5.909734871483505;7.710989678202793;6.132361870066788;6.516899413074277;6.4561829589152;6.745598057073467
28;6.9216757741347905;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;5.909734871483505;7.710989678202793;6.132361870066788;6.516899413074277;6.9216757741347905;6.8164339202590565
29;6.9216757741347905;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;5.909734871483505;7.710989678202793;6.132361870066788;6.638332321392431;6.9216757741347905;6.828577211090872
30;6.9216757741347905;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;5.909734871483505;7.710989678202793;6.132361870066788;6.638332321392431;6.9216757741347905;6.828577211090872
31;6.9216757741347905;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;5.909734871483505;7.710989678202793;6.132361870066788;6.638332321392431;6.9216757741347905;6.828577211090872
32;7.285974499089253;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;6.152600688119814;7.710989678202793;6.132361870066788;6.638332321392431;6.9216757741347905;6.889293665249949
33;7.285974499089253;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;6.152600688119814;7.710989678202793;6.132361870066788;6.800242865816636;6.9216757741347905;6.90548471969237
34;7.285974499089253;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;6.152600688119814;7.710989678202793;6.132361870066788;6.800242865816636;6.9216757741347905;6.90548471969237
35;7.285974499089253;6.557377049180328;7.06334750050597;6.9216757741347905;7.508601497672536;6.152600688119814;7.710989678202793;6.132361870066788;6.800242865816636;6.9216757741347905;6.90548471969237
36;7.285974499089253;6.820481683869662;7.06334750050597;6.9216757741347905;7.508601497672536;6.152600688119814;7.710989678202793;6.132361870066788;6.800242865816636;6.9216757741347905;6.931795183161303
37;7.285974499089253;6.820481683869662;7.06334750050597;6.982392228293867;7.508601497672536;6.152600688119814;7.710989678202793;6.274033596437968;6.800242865816636;6.9216757741347905;6.952034001214329
38;7.3264521351953045;6.820481683869662;7.06334750050597;6.982392228293867;7.508601497672536;6.152600688119814;7.710989678202793;6.274033596437968;6.901436956081765;6.982392228293867;6.972272819267355
39;7.3264521351953045;6.820481683869662;7.427646225460433;6.982392228293867;7.508601497672536;6.152600688119814;7.710989678202793;6.274033596437968;6.901436956081765;7.022869864399919;7.012750455373405
40;7.3264521351953045;6.820481683869662;7.427646225460433;6.982392228293867;7.508601497672536;6.557377049180328;7.710989678202793;6.274033596437968;6.901436956081765;7.022869864399919;7.0532280914794585
41;7.690750860149767;6.820481683869662;7.427646225460433;7.124063954665048;7.508601497672536;6.557377049180328;7.710989678202793;6.274033596437968;6.901436956081765;7.022869864399919;7.103825136612022
42;7.690750860149767;7.387168589354382;7.427646225460433;7.124063954665048;7.508601497672536;6.557377049180328;7.710989678202793;6.274033596437968;6.901436956081765;7.022869864399919;7.160493827160494
43;7.690750860149767;7.387168589354382;7.427646225460433;7.124063954665048;7.508601497672536;6.557377049180328;7.710989678202793;6.274033596437968;6.901436956081765;7.022869864399919;7.160493827160494
44;7.690750860149767;7.387168589354382;7.427646225460433;7.124063954665048;7.508601497672536;6.6788099574984825;7.710989678202793;6.274033596437968;6.901436956081765;7.022869864399919;7.172637117992309
45;7.690750860149767;7.387168589354382;7.427646225460433;7.124063954665048;7.508601497672536;6.6788099574984825;7.710989678202793;7.225258044930176;7.0835863185589965;7.022869864399919;7.285974499089254
46;7.690750860149767;7.387168589354382;7.427646225460433;7.124063954665048;7.710989678202793;7.366929771301356;7.710989678202793;7.225258044930176;7.0835863185589965;7.022869864399919;7.3750252985225675
47;7.690750860149767;7.387168589354382;7.427646225460433;7.124063954665048;7.710989678202793;7.366929771301356;7.710989678202793;7.225258044930176;7.0835863185589965;7.022869864399919;7.3750252985225675
