,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,4.946367132159482,4.95243877757539,4.996964177292046,4.924104432301154,4.940295486743574,4.824934223841328,4.746002833434528,4.833029751062538,4.750050597045132,4.865411859947379,5.0455373406193065,4.926128314106456,4.950414895770086,4.735883424408014,4.871483505363288,4.903865614248128,4.911961141469338,4.926128314106456,4.867435741752682,4.998988059097348,4.905889496053431,5.0455373406193065,4.940295486743574
1,4.946367132159482,4.95243877757539,4.996964177292046,4.924104432301154,4.940295486743574,4.824934223841328,4.746002833434528,4.833029751062538,4.750050597045132,4.865411859947379,5.0455373406193065,4.926128314106456,4.950414895770086,4.735883424408014,4.871483505363288,4.903865614248128,4.911961141469338,4.926128314106456,4.867435741752682,4.998988059097348,4.905889496053431,5.0455373406193065,4.940295486743574
2,5.179113539769277,5.3086419753086425,5.1770896579639745,4.950414895770087,5.110301558388992,4.918032786885246,4.922080550495852,5.023274640760978,5.04756122242461,5.083991094920057,5.1750657761586725,5.11030155838899,5.126492612831411,4.996964177292044,5.106253794778384,4.96862983201781,5.116373203804899,5.083991094920057,5.2519732847601714,5.154826958105646,5.304594211698038,5.3106658571139445,5.142683667273831
3,5.223638939485934,5.367334547662416,5.377453956688929,5.266140457397288,5.47257640153815,5.140659785468528,5.03137016798219,5.083991094920057,5.365310665857113,5.104229912973082,5.318761384335155,5.154826958105646,5.211495648654118,5.116373203804899,5.225662821291237,4.96862983201781,5.1487553126897385,5.278283748229104,5.417931592794981,5.304594211698038,5.3693584294677175,5.367334547662416,5.249949402954868
4,5.375430074883625,5.47257640153815,5.486743574175269,5.421979356405586,5.559603319166161,5.193280712406397,5.128516494636712,5.298522566282129,5.488767455980572,5.351143493219995,5.341024084193483,5.369358429467718,5.349119611414694,5.2600688119813785,5.363286784051812,5.104229912973082,5.3551912568306035,5.278283748229104,5.4422181744586124,5.361262902246509,5.440194292653309,5.424003238210888,5.399716656547258
5,5.428051001821494,5.531268973891924,5.662821291236591,5.488767455980572,5.634486945962355,5.292450920866222,5.403764420157863,5.3936450111313485,5.674964582068408,5.361262902246509,5.515077919449505,5.4381704108480085,5.559603319166159,5.502934628617688,5.381501720299534,5.282331511839709,5.3875733657154425,5.494839101396479,5.448289819874519,5.432098765432099,5.5494839101396485,5.462456992511637,5.681036227484316
6,5.646630236794171,5.5535316737502525,5.727585509006274,5.551507791944951,5.666869054847196,5.519125683060109,5.494839101396479,5.3936450111313485,5.751872090669906,5.38554948391014,5.664845173041893,5.4685286379275455,5.559603319166159,5.58388990082979,5.401740538352561,5.4665047561222435,5.511030155838901,5.504958510422991,5.660797409431289,5.644606354988867,5.727585509006274,5.5818660190244875,5.689131754705525
7,5.790325844970653,5.650678000404778,5.774134790528231,5.569722728192674,5.7113944545638535,5.579842137219187,5.59805707346691,5.470552519732848,5.778182554138839,5.40174053835256,5.725561627200972,5.565674964582066,5.68508399109492,5.778182554138839,5.59805707346691,5.626391418741144,5.5231734466707145,5.63853470957296,5.834851244687309,5.75591985428051,5.7437765634486935,5.674964582068408,5.73163327261688
8,5.875328880793363,5.737704918032788,5.784254199554746,5.670916818457803,5.717466099979762,5.59805707346691,5.828779599271402,5.571746609997977,5.855090062740335,5.484719692369965,5.741752681643392,5.670916818457803,5.697227281926736,5.8975915806516905,5.707346690953249,5.6284153005464495,5.7619914996964186,5.75591985428051,5.834851244687309,5.921878162315321,5.790325844970653,5.735681036227485,5.867233353572152
9,5.881400526209268,5.7943736085812585,5.810564663023679,5.7680631451123245,5.826755717466099,5.73163327261688,5.8429467719085215,5.6324630641570534,5.8773527625986635,5.681036227484316,5.753895972475207,5.800445253997166,5.9846184982797,5.974499089253187,5.774134790528231,5.674964582068408,5.893543817041085,5.78627808136005,5.867233353572153,5.95223638939486,5.790325844970653,5.844970653713824,5.883424408014571
10,5.962355798421372,5.844970653713824,6.0048573163327275,5.844970653713823,5.8996154624569925,5.806516899413074,5.8429467719085215,5.679012345679013,6.087836470350132,5.800445253997169,5.816636308439588,5.911758753288808,5.9846184982797,6.093908115766039,5.877352762598664,5.693179518316129,6.037239425217567,6.002833434527424,5.9825946164743975,6.006881198138029,5.87330499898806,5.8793766444039655,5.99271402550091
11,6.067597652297105,5.91378263509411,6.067597652297107,6.0635498886865005,5.944140862173648,5.834851244687309,5.8773527625986635,5.7458004452539955,6.1687917425622345,5.800445253997169,6.1708156243675365,6.059502125075897,6.093908115766039,6.106051406597855,5.91378263509411,5.751872090669904,6.0939081157660375,6.061526006881199,6.03116777980166,6.061526006881199,5.887472171625178,5.8975915806516905,6.071645415907709
12,6.227484314916008,5.970451325642582,6.067597652297107,6.081764824934224,5.944140862173648,5.851042299129733,5.940093098563044,5.824731835660797,6.308439587128111,5.836875126492612,6.180935033394049,6.13236187006679,6.1141469338190655,6.128314106456183,5.986642380085003,5.796397490386561,6.1424812790933006,6.211293260473587,6.083788706739527,6.290224650880389,5.893543817041085,6.027120016191053,6.184982797004656
13,6.2720097146326665,6.023072252580451,6.174863387978142,6.122242461040275,6.000809552722122,6.0858125885448295,5.994737907306213,5.824731835660797,6.348917223234162,5.899615462456992,6.189030560615262,6.334750050597045,6.1222424610402735,6.207245496862984,6.0109289617486334,5.8227079538554944,6.1424812790933006,6.308439587128111,6.120218579234973,6.334750050597045,6.1222424610402735,6.1222424610402735,6.197126087836471
14,6.439991904472778,6.0797409431289235,6.1991499696417725,6.158672333535723,6.0595021250758965,6.255818660190245,6.006881198138029,6.047358834244079,6.367132159481884,6.039263307022869,6.233555960331918,6.377251568508401,6.19712608783647,6.308439587128111,6.0109289617486334,5.871281117182756,6.16474397895163,6.371179923092492,6.162720097146328,6.3590366322606755,6.24367536935843,6.263914187411455,6.231532078526613
