,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,20.32690035447026,20.01575423395037,20.752264671130366,21.027963765261923,20.5474596297755,21.197321780228442,20.141788105553367,19.255612445844825,20.43324143363529,20.082709728239465,19.893658920834973,20.539582512800315,20.838912957857424,19.88578180385979,19.763686490744387,21.44545096494683
1,20.32690035447026,20.01575423395037,20.752264671130366,21.027963765261923,20.5474596297755,21.197321780228442,20.141788105553367,19.255612445844825,20.43324143363529,20.082709728239465,19.893658920834973,20.539582512800315,20.838912957857424,19.88578180385979,19.763686490744387,21.44545096494683
2,21.75659708546672,20.716817644742022,21.886569515557305,21.58330051201261,22.087435998424574,22.35919653406853,21.973217802284363,20.059078377313906,21.339109885781802,21.58330051201261,20.55927530523828,21.50452934226073,21.87081528160693,20.953131153997642,20.52382827884994,23.198109491925955
3,22.64671130366286,22.564001575423397,22.65064986215045,21.86293816463175,22.82000787711697,23.107522646711306,23.343836155966915,22.57975580937377,22.402520677432054,22.630957069712487,21.378495470657736,23.540764080346587,22.485230405671526,21.185506104765658,21.299724300905872,23.544702638834192
4,23.446238676644352,22.997243009058685,22.847577786530127,22.863332020480502,23.414730208743602,23.178416699487986,23.497439936983067,23.44230011815675,23.001181567546283,23.24537219377708,22.508861756597085,24.253643166601034,23.04450571090981,22.1346987002757,23.036628593934612,23.702244978337927
5,23.7219377707759,23.123276880661678,23.572272548247337,24.300905868452148,24.021268215833,23.544702638834185,24.15517920441119,23.706183536825524,23.49350137849547,23.446238676644352,23.221740842851514,25.061047656557697,23.324143363528947,22.60338716029933,23.595903899172907,23.844033083891297
6,24.56085072863332,23.564395431272157,23.847971642378894,24.537219377707764,24.312721543914925,24.35210712879086,24.15517920441119,24.029145332808188,24.545096494682948,23.497439936983067,23.954312721543907,25.56124458448208,24.24576604962584,23.087829854273338,24.596297755021663,24.60023631350925
7,24.757778653013002,25.41945647892871,24.891689641591178,24.537219377707764,24.65143757384797,25.533674675068927,24.643560456872788,24.3914927136668,25.025600630169357,24.356045687278453,24.43087829854273,25.64001575423395,24.55297361165813,23.477747144545088,24.93501378495471,24.777471445450963
8,25.41157936195352,25.498227648680587,24.891689641591178,24.793225679401342,24.65143757384797,26.282000787711702,25.38400945254037,24.879873966128397,26.474990153603787,24.860181173690428,24.513588026782195,25.64001575423395,24.860181173690428,23.757384797164235,25.139818826309572,24.808979913351717
9,25.55730602599448,25.51792044111855,25.285545490350533,25.372193777077587,24.828672705789682,26.530129972430093,25.38400945254037,24.879873966128397,26.48286727057897,25.191020086648287,25.02166207168176,25.75817250886175,26.053564395431277,23.816463174478134,25.454903505317052,26.159905474596297
10,25.86845214651437,25.95903899172903,25.50610476565577,25.423395037416306,25.43914927136668,26.766443481685705,25.675462780622286,25.99448601811737,26.88460023631351,25.356439543127212,25.19495864513588,26.12839700669555,26.24261520283576,24.214257581725093,25.59669161087043,26.36077195746357
